HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	Ensembl gene ID	Ensembl ID(supplied by Ensembl)
HGNC:47233	RNU6-270P	Approved			10p12.1		ENSG00000201001	ENSG00000201001
HGNC:47234	RNU6-271P	Approved			10q24.1		ENSG00000200728	ENSG00000200728
HGNC:47235	RNU6-272P	Approved			5q11.2		ENSG00000222960	ENSG00000222960
HGNC:47236	RNU6-273P	Approved			14q13.3		ENSG00000252746	ENSG00000252746
HGNC:47237	RNU6-274P	Approved			7q21.13		ENSG00000239075	ENSG00000239075
HGNC:47238	RNU6-275P	Approved			12p13.31		ENSG00000201780	ENSG00000201780
HGNC:47239	RNU6-276P	Approved			4q12		ENSG00000251923	ENSG00000251923
HGNC:47240	RNU6-277P	Approved			11q22.3		ENSG00000252081	ENSG00000252081
HGNC:47241	RNU6-278P	Approved			20p12.1		ENSG00000212247	ENSG00000212247
HGNC:47242	RNU6-279P	Approved			12q14.1		ENSG00000212599	ENSG00000212599
HGNC:47243	RNU6-280P	Approved	RNU6-1221P		6q12		ENSG00000201015	ENSG00000201015
HGNC:47244	RNU6-281P	Approved			3p13		ENSG00000206939	ENSG00000206939
HGNC:47245	RNU6-282P	Approved			2p16.3		ENSG00000202227	ENSG00000202227
HGNC:47246	RNU6-283P	Approved	RNU6-683P		6p21.33		ENSG00000201658	ENSG00000201658
HGNC:47247	RNU6-284P	Approved			4q32.3		ENSG00000223037	ENSG00000223037
HGNC:47248	RNU6-285P	Approved			8q21.11		ENSG00000222488	ENSG00000222488
HGNC:47249	RNU6-286P	Approved			21q11.2		ENSG00000207476	ENSG00000207476
HGNC:47250	RNU6-287P	Approved			17q21.31		ENSG00000252039	ENSG00000252039
HGNC:47251	RNU6-288P	Approved			17q23.3		ENSG00000200560	ENSG00000200560
HGNC:47252	RNU6-289P	Approved			4q25		ENSG00000200963	ENSG00000200963
HGNC:47253	RNU6-290P	Approved			1q24.3		ENSG00000202082	ENSG00000202082
HGNC:47254	RNU6-291P	Approved			1p36.22		ENSG00000207451	ENSG00000207451
HGNC:47255	RNU6-292P	Symbol Withdrawn			11q13.4			
HGNC:47256	RNU6-293P	Approved			6q25.3		ENSG00000223191	ENSG00000223191
HGNC:47257	RNU6-294P	Approved			5q12.3		ENSG00000201869	ENSG00000201869
HGNC:47258	RNU6-295P	Approved			8q11.21		ENSG00000252710	ENSG00000252710
HGNC:47259	RNU6-296P	Approved			7q31.32		ENSG00000207338	ENSG00000207338
HGNC:47260	RNU6-297P	Approved			14q21.3		ENSG00000207366	ENSG00000207366
HGNC:47261	RNU6-298P	Approved			17q11.2		ENSG00000212190	ENSG00000212190
HGNC:47262	RNU6-299P	Approved			5q11.2		ENSG00000253032	ENSG00000253032
HGNC:47263	RNU6-300P	Approved			6q25.1		ENSG00000238616	ENSG00000238616
HGNC:47264	RNU6-301P	Approved			14q22.1		ENSG00000207004	ENSG00000207004
HGNC:47265	RNU6-302P	Approved			6q25.1		ENSG00000202119	ENSG00000202119
HGNC:47266	RNU6-303P	Approved			Yp11.2		ENSG00000252900	ENSG00000252900
HGNC:47267	RNU6-304P	Approved			1p36.23		ENSG00000201725	ENSG00000201725
HGNC:47268	RNU6-305P	Entry Withdrawn			17q24.3			
HGNC:47269	RNU6-306P	Approved			10p12.31		ENSG00000207347	ENSG00000207347
HGNC:47270	RNU6-307P	Approved			1q25.1		ENSG00000252552	ENSG00000252552
HGNC:47271	RNU6-308P	Approved			5q15		ENSG00000212259	ENSG00000212259
HGNC:47272	RNU6-309P	Approved			Xq22.3		ENSG00000201443	ENSG00000201443
HGNC:47273	RNU6-310P	Approved			4q12		ENSG00000207385	ENSG00000207385
HGNC:47274	RNU6-311P	Approved			11q14.1		ENSG00000252033	ENSG00000252033
HGNC:47275	RNU6-312P	Approved			2q33.1		ENSG00000201499	ENSG00000201499
HGNC:47276	RNU6-313P	Approved			7q11.21		ENSG00000252126	ENSG00000252126
HGNC:47277	RNU6-314P	Approved			17p11.2		ENSG00000252383	ENSG00000252383
HGNC:47278	RNU6-315P	Approved			3q26.2		ENSG00000199536	ENSG00000199536
HGNC:47279	RNU6-316P	Approved			18p11.21		ENSG00000212329	ENSG00000212329
HGNC:47280	RNU6-317P	Approved			19q13.33		ENSG00000206758	ENSG00000206758
HGNC:47281	RNU6-318P	Approved	RNU6-1295P		12p13.2		ENSG00000207010	ENSG00000207010
HGNC:47282	RNU6-319P	Approved			9p22.3		ENSG00000251834	ENSG00000251834
HGNC:47283	RNU6-320P	Approved			Xq26.3		ENSG00000252320	ENSG00000252320
HGNC:47284	RNU6-321P	Approved			11q24.2		ENSG00000222844	ENSG00000222844
HGNC:47285	RNU6-322P	Approved			15q26.3		ENSG00000251819	ENSG00000251819
HGNC:47286	RNU6-323P	Approved			8p11.23		ENSG00000253739	ENSG00000253739
HGNC:47287	RNU6-324P	Approved			18p11.21		ENSG00000200827	ENSG00000200827
HGNC:47288	RNU6-325P	Approved			10q23.1		ENSG00000223064	ENSG00000223064
HGNC:47289	RNU6-326P	Approved			7p12.3		ENSG00000202350	ENSG00000202350
HGNC:47290	RNU6-327P	Approved			12q24.33		ENSG00000252079	ENSG00000252079
HGNC:47291	RNU6-328P	Approved			16p13.3		ENSG00000212189	ENSG00000212189
HGNC:47292	RNU6-329P	Approved			9q31.1		ENSG00000238882	ENSG00000238882
HGNC:47293	RNU6-330P	Approved			Xq13.2		ENSG00000199885	ENSG00000199885
HGNC:47294	RNU6-331P	Approved			22q12.2		ENSG00000207455	ENSG00000207455
HGNC:47295	RNU6-332P	Approved			Xq21.32		ENSG00000212495	ENSG00000212495
HGNC:47296	RNU6-333P	Approved			12q13.13		ENSG00000238669	ENSG00000238669
HGNC:47297	RNU6-334P	Approved			5q21.2		ENSG00000252881	ENSG00000252881
HGNC:47298	RNU6-335P	Approved			4q35.1		ENSG00000201433	ENSG00000201433
HGNC:47299	RNU6-336P	Approved			8p21.3		ENSG00000201761	ENSG00000201761
HGNC:47300	RNU6-337P	Approved			7q21.11		ENSG00000212545	ENSG00000212545
HGNC:47301	RNU6-338P	Approved			22q12.2		ENSG00000206615	ENSG00000206615
HGNC:47302	RNU6-339P	Approved			15q25.3		ENSG00000207037	ENSG00000207037
HGNC:47303	RNU6-340P	Approved			18p11.32		ENSG00000200875	ENSG00000200875
HGNC:47304	RNU6-341P	Approved			14q23.1		ENSG00000252782	ENSG00000252782
HGNC:47305	RNU6-342P	Approved			3p24.1		ENSG00000207251	ENSG00000207251
HGNC:47306	RNU6-343P	Approved			12q13.3		ENSG00000201579	ENSG00000201579
HGNC:47307	RNU6-344P	Approved			6q21		ENSG00000252444	ENSG00000252444
HGNC:47308	RNU6-345P	Approved			Xq22.1		ENSG00000252810	ENSG00000252810
HGNC:47309	RNU6-346P	Approved			18q23		ENSG00000252097	ENSG00000252097
HGNC:47310	RNU6-347P	Approved			20q13.2		ENSG00000252467	ENSG00000252467
HGNC:47311	RNU6-348P	Approved			3q26.31		ENSG00000207114	ENSG00000207114
HGNC:47312	RNU6-349P	Approved			18p11.31		ENSG00000199272	ENSG00000199272
HGNC:47313	RNU6-350P	Entry Withdrawn			4p15.32			
HGNC:47314	RNU6-351P	Approved			4q24		ENSG00000251906	ENSG00000251906
HGNC:47315	RNU6-352P	Approved			1p21.1		ENSG00000252717	ENSG00000252717
HGNC:47316	RNU6-353P	Approved			15q15.3		ENSG00000201136	ENSG00000201136
HGNC:47317	RNU6-354P	Approved			15q15.3		ENSG00000206589	ENSG00000206589
HGNC:47318	RNU6-355P	Approved			16q24.3		ENSG00000222359	ENSG00000222359
HGNC:47319	RNU6-356P	Approved			8p11.21		ENSG00000206867	ENSG00000206867
HGNC:47320	RNU6-357P	Entry Withdrawn			9q34.13			
HGNC:47321	RNU6-358P	Approved			5p13.3		ENSG00000252373	ENSG00000252373
HGNC:47322	RNU6-359P	Approved			16q22.1		ENSG00000202336	ENSG00000202336
HGNC:47323	RNU6-360P	Approved			2q33.3		ENSG00000212246	ENSG00000212246
HGNC:47324	RNU6-361P	Approved			12q24.11		ENSG00000201324	ENSG00000201324
HGNC:47325	RNU6-362P	Approved			17q25.1		ENSG00000252545	ENSG00000252545
HGNC:47326	RNU6-363P	Approved			5p13.3		ENSG00000199765	ENSG00000199765
HGNC:47327	RNU6-364P	Approved			7q21.3		ENSG00000207115	ENSG00000207115
HGNC:47328	RNU6-365P	Approved			11p12		ENSG00000252922	ENSG00000252922
HGNC:47329	RNU6-366P	Approved			14q32.12		ENSG00000201097	ENSG00000201097
HGNC:47330	RNU6-367P	Approved			3p21.32		ENSG00000252980	ENSG00000252980
HGNC:47331	RNU6-368P	Approved			9q13		ENSG00000278551	ENSG00000278551
HGNC:47332	RNU6-369P	Approved			1p34.1		ENSG00000199385	ENSG00000199385
HGNC:47333	RNU6-370P	Approved			2p23.3		ENSG00000222940	ENSG00000222940
HGNC:47334	RNU6-371P	Approved			1p31.3		ENSG00000201153	ENSG00000201153
HGNC:47335	RNU6-372P	Entry Withdrawn			10q24.32			
HGNC:47336	RNU6-373P	Approved			5q23.1		ENSG00000223179	ENSG00000223179
HGNC:47337	RNU6-374P	Approved			5p14.1		ENSG00000201016	ENSG00000201016
HGNC:47338	RNU6-375P	Approved			22q13.2		ENSG00000252859	ENSG00000252859
HGNC:47339	RNU6-376P	Approved			11q23.3		ENSG00000207462	ENSG00000207462
HGNC:47340	RNU6-377P	Approved			3p25.2		ENSG00000251774	ENSG00000251774
HGNC:47341	RNU6-378P	Approved			5p13.3		ENSG00000207052	ENSG00000207052
HGNC:47342	RNU6-379P	Approved			22q13.2		ENSG00000200683	ENSG00000200683
HGNC:47343	RNU6-380P	Approved			15q25.1		ENSG00000222139	ENSG00000222139
HGNC:47344	RNU6-381P	Approved			5p12		ENSG00000212561	ENSG00000212561
HGNC:47345	RNU6-382P	Approved			Xq27.3		ENSG00000202051	ENSG00000202051
HGNC:47346	RNU6-383P	Approved			Xq28		ENSG00000222796	ENSG00000222796
HGNC:47347	RNU6-384P	Approved			20q11.21		ENSG00000201770	ENSG00000201770
HGNC:47348	RNU6-385P	Entry Withdrawn			16q22.2			
HGNC:47349	RNU6-386P	Approved			3p12.3		ENSG00000199520	ENSG00000199520
HGNC:47350	RNU6-387P	Approved			1p31.3		ENSG00000223263	ENSG00000223263
HGNC:47351	RNU6-388P	Approved			7p14.3		ENSG00000252821	ENSG00000252821
HGNC:47352	RNU6-389P	Approved			7p11.2		ENSG00000252857	ENSG00000252857
HGNC:47353	RNU6-390P	Approved			5q33.3		ENSG00000252068	ENSG00000252068
HGNC:47354	RNU6-391P	Approved			6p22.3		ENSG00000202050	ENSG00000202050
HGNC:47355	RNU6-392P	Approved			7q22.3		ENSG00000201796	ENSG00000201796
HGNC:47356	RNU6-393P	Approved			7q22.1		ENSG00000207204	ENSG00000207204
HGNC:47357	RNU6-394P	Approved			Xq12		ENSG00000222667	ENSG00000222667
HGNC:47358	RNU6-395P	Approved			2q14.3		ENSG00000202532	ENSG00000202532
HGNC:47359	RNU6-396P	Approved			21q22.3		ENSG00000202239	ENSG00000202239
HGNC:47360	RNU6-397P	Approved			8p22		ENSG00000252035	ENSG00000252035
HGNC:47361	RNU6-398P	Approved			14q23.1		ENSG00000206870	ENSG00000206870
HGNC:47362	RNU6-399P	Approved			12q14.1		ENSG00000202034	ENSG00000202034
HGNC:47363	RNU6-400P	Approved			12p11.1		ENSG00000212475	ENSG00000212475
HGNC:47364	RNU6-401P	Approved			15q25.2		ENSG00000212374	ENSG00000212374
HGNC:47365	RNU6-402P	Approved			5q21.1		ENSG00000222610	ENSG00000222610
HGNC:47366	RNU6-403P	Approved			1q41		ENSG00000200033	ENSG00000200033
HGNC:47367	RNU6-404P	Entry Withdrawn			3p25.2			
HGNC:47368	RNU6-405P	Approved			17p11.2		ENSG00000252446	ENSG00000252446
HGNC:47369	RNU6-406P	Approved			17q21.31		ENSG00000252279	ENSG00000252279
HGNC:47370	RNU6-407P	Approved			20q11.22		ENSG00000202150	ENSG00000202150
HGNC:47371	RNU6-408P	Approved			18q12.1		ENSG00000251719	ENSG00000251719
HGNC:47372	RNU6-409P	Approved			22q13.33		ENSG00000206841	ENSG00000206841
HGNC:47373	RNU6-410P	Approved			4q12		ENSG00000252815	ENSG00000252815
HGNC:47374	RNU6-411P	Approved			6q13		ENSG00000207180	ENSG00000207180
HGNC:47375	RNU6-412P	Approved			4p12		ENSG00000252243	ENSG00000252243
HGNC:47376	RNU6-413P	Approved			10p12.2		ENSG00000206842	ENSG00000206842
HGNC:47377	RNU6-414P	Approved			1p31.3		ENSG00000200575	ENSG00000200575
HGNC:47378	RNU6-415P	Approved			15q25.1		ENSG00000252061	ENSG00000252061
HGNC:47379	RNU6-416P	Approved			16p11.2		ENSG00000252074	ENSG00000252074
HGNC:47380	RNU6-417P	Approved			7q11.21		ENSG00000207443	ENSG00000207443
HGNC:47381	RNU6-418P	Approved			1q32.1		ENSG00000206762	ENSG00000206762
HGNC:47382	RNU6-419P	Approved			14q24.2		ENSG00000252839	ENSG00000252839
HGNC:47383	RNU6-420P	Approved			4p15.2		ENSG00000239001	ENSG00000239001
HGNC:47384	RNU6-421P	Approved			Xp11.23		ENSG00000201341	ENSG00000201341
HGNC:47385	RNU6-422P	Approved			10q24.31		ENSG00000207362	ENSG00000207362
HGNC:47386	RNU6-423P	Entry Withdrawn			1q32.3			
HGNC:47387	RNU6-424P	Approved			1p35.3		ENSG00000207095	ENSG00000207095
HGNC:47388	RNU6-425P	Approved			3q23		ENSG00000206604	ENSG00000206604
HGNC:47389	RNU6-426P	Approved			21q21.1		ENSG00000252273	ENSG00000252273
HGNC:47390	RNU6-427P	Entry Withdrawn			6q24.1			
HGNC:47391	RNU6-428P	Approved			3q24		ENSG00000199812	ENSG00000199812
HGNC:47392	RNU6-429P	Approved			5p15.2		ENSG00000207312	ENSG00000207312
HGNC:47393	RNU6-430P	Approved			16q24.3		ENSG00000252887	ENSG00000252887
HGNC:47394	RNU6-431P	Approved			4q25		ENSG00000206601	ENSG00000206601
HGNC:47395	RNU6-432P	Approved			9q31.3		ENSG00000206923	ENSG00000206923
HGNC:47396	RNU6-433P	Approved			2p16.1		ENSG00000200086	ENSG00000200086
HGNC:47397	RNU6-434P	Approved			Xp11.22		ENSG00000207104	ENSG00000207104
HGNC:47398	RNU6-435P	Approved			18q11.2		ENSG00000206766	ENSG00000206766
HGNC:47399	RNU6-436P	Approved			2q24.1		ENSG00000251980	ENSG00000251980
HGNC:47400	RNU6-437P	Approved			6q21		ENSG00000238420	ENSG00000238420
HGNC:47401	RNU6-438P	Approved			7p14.3		ENSG00000202431	ENSG00000202431
HGNC:47402	RNU6-439P	Approved			2p16.3		ENSG00000206915	ENSG00000206915
HGNC:47403	RNU6-440P	Approved			2q33.1		ENSG00000212184	ENSG00000212184
HGNC:47404	RNU6-441P	Approved			10q23.1		ENSG00000207275	ENSG00000207275
HGNC:47405	RNU6-442P	Approved			8q24.13		ENSG00000206695	ENSG00000206695
HGNC:47406	RNU6-443P	Approved			18q12.3			
HGNC:47407	RNU6-444P	Approved			6q15		ENSG00000206715	ENSG00000206715
HGNC:47408	RNU6-445P	Approved			9q21.13		ENSG00000252758	ENSG00000252758
HGNC:47409	RNU6-446P	Approved			17q23.2		ENSG00000199697	ENSG00000199697
HGNC:47410	RNU6-447P	Approved			11p15.5		ENSG00000222225	ENSG00000222225
HGNC:47411	RNU6-448P	Approved			5q14.3		ENSG00000252861	ENSG00000252861
HGNC:47412	RNU6-449P	Approved			15q21.3		ENSG00000206641	ENSG00000206641
HGNC:47413	RNU6-450P	Approved			17q23.1		ENSG00000201524	ENSG00000201524
HGNC:47414	RNU6-451P	Approved			2q37.1		ENSG00000199791	ENSG00000199791
HGNC:47415	RNU6-452P	Approved			10p12.1		ENSG00000207135	ENSG00000207135
HGNC:47416	RNU6-453P	Approved			17q21.31		ENSG00000252628	ENSG00000252628
HGNC:47417	RNU6-454P	Approved			3p25.1		ENSG00000201162	ENSG00000201162
HGNC:47418	RNU6-455P	Approved			14q12		ENSG00000207412	ENSG00000207412
HGNC:47419	RNU6-456P	Approved			5q31.1		ENSG00000207222	ENSG00000207222
HGNC:47420	RNU6-457P	Approved			16p13.3		ENSG00000200869	ENSG00000200869
HGNC:47421	RNU6-458P	Approved			14q11.2		ENSG00000206906	ENSG00000206906
HGNC:47422	RNU6-459P	Entry Withdrawn			4q13.3			
HGNC:47423	RNU6-460P	Approved			5q31.2		ENSG00000212460	ENSG00000212460
HGNC:47424	RNU6-461P	Approved			3q12.3		ENSG00000201065	ENSG00000201065
HGNC:47425	RNU6-462P	Approved			4q24		ENSG00000199529	ENSG00000199529
HGNC:47426	RNU6-463P	Approved			10q25.1		ENSG00000207068	ENSG00000207068
HGNC:47427	RNU6-464P	Approved			6p12.1		ENSG00000253026	ENSG00000253026
HGNC:47428	RNU6-465P	Approved			1p11.2		ENSG00000207149	ENSG00000207149
HGNC:47429	RNU6-466P	Approved			15q13.3		ENSG00000212526	ENSG00000212526
HGNC:47430	RNU6-467P	Approved			17p11.2		ENSG00000276577	ENSG00000276577
HGNC:47431	RNU6-468P	Approved			17p11.2		ENSG00000206730	ENSG00000206730
HGNC:47432	RNU6-469P	Approved			4q21.23		ENSG00000252062	ENSG00000252062
HGNC:47433	RNU6-470P	Approved			17q21.31		ENSG00000251763	ENSG00000251763
HGNC:47434	RNU6-471P	Approved			6p22.1		ENSG00000206671	ENSG00000206671
HGNC:47435	RNU6-472P	Approved			12p11.1		ENSG00000207026	ENSG00000207026
HGNC:47436	RNU6-473P	Approved			2q21.1		ENSG00000251973	ENSG00000251973
HGNC:47437	RNU6-474P	Approved			2q33.2		ENSG00000206970	ENSG00000206970
HGNC:47438	RNU6-475P	Approved			6q22.1		ENSG00000251882	ENSG00000251882
HGNC:47439	RNU6-476P	Approved			22q13.2		ENSG00000207457	ENSG00000207457
HGNC:47440	RNU6-477P	Approved			5q35.1		ENSG00000206614	ENSG00000206614
HGNC:47441	RNU6-478P	Approved			10q23.1		ENSG00000200774	ENSG00000200774
HGNC:47442	RNU6-479P	Approved			4q35.1		ENSG00000252157	ENSG00000252157
HGNC:47443	RNU6-480P	Approved			5q11.1		ENSG00000207060	ENSG00000207060
HGNC:47444	RNU6-481P	Approved			1q23.3		ENSG00000206921	ENSG00000206921
HGNC:47445	RNU6-482P	Approved			5q22.2		ENSG00000212370	ENSG00000212370
HGNC:47446	RNU6-483P	Approved			3p14.3		ENSG00000206815	ENSG00000206815
HGNC:47447	RNU6-484P	Approved			5p13.2		ENSG00000206743	ENSG00000206743
HGNC:47448	RNU6-485P	Approved			12p13.31		ENSG00000200345	ENSG00000200345
HGNC:47449	RNU6-486P	Approved			3q26.33		ENSG00000199986	ENSG00000199986
HGNC:47450	RNU6-487P	Approved			1q32.1		ENSG00000202300	ENSG00000202300
HGNC:47451	RNU6-488P	Approved			3q11.1		ENSG00000251727	ENSG00000251727
HGNC:47452	RNU6-489P	Approved			17q12		ENSG00000277341	ENSG00000277341
HGNC:47453	RNU6-490P	Approved			10p12.1		ENSG00000199855	ENSG00000199855
HGNC:47454	RNU6-491P	Approved			12p13.1		ENSG00000251908	ENSG00000251908
HGNC:47455	RNU6-492P	Approved			9q31.2		ENSG00000199905	ENSG00000199905
HGNC:47456	RNU6-493P	Approved			Xq21.1		ENSG00000212623	ENSG00000212623
HGNC:47457	RNU6-494P	Approved			12p11.21		ENSG00000253063	ENSG00000253063
HGNC:47458	RNU6-495P	Approved			22q13.2		ENSG00000199865	ENSG00000199865
HGNC:47459	RNU6-496P	Approved			Xq23		ENSG00000251954	ENSG00000251954
HGNC:47460	RNU6-497P	Approved			20q13.12		ENSG00000202186	ENSG00000202186
HGNC:47461	RNU6-498P	Approved			15q11.2		ENSG00000238478	ENSG00000238478
HGNC:47462	RNU6-499P	Approved			4q21.22		ENSG00000202485	ENSG00000202485
HGNC:47463	RNU6-500P	Approved			5q35.1		ENSG00000199219	ENSG00000199219
HGNC:47464	RNU6-501P	Approved			1q32.1		ENSG00000200942	ENSG00000200942
HGNC:47465	RNU6-502P	Approved			6p22.2		ENSG00000199289	ENSG00000199289
HGNC:47466	RNU6-503P	Approved			1p31.1		ENSG00000252338	ENSG00000252338
HGNC:47467	RNU6-504P	Approved			Xp11.22		ENSG00000252377	ENSG00000252377
HGNC:47468	RNU6-505P	Approved			3q24		ENSG00000207156	ENSG00000207156
HGNC:47469	RNU6-506P	Approved			4q31.1		ENSG00000252362	ENSG00000252362
HGNC:47470	RNU6-507P	Approved			3q25.1		ENSG00000251854	ENSG00000251854
HGNC:47471	RNU6-508P	Approved			2p16.1		ENSG00000200101	ENSG00000200101
HGNC:47472	RNU6-509P	Approved			3q23		ENSG00000200389	ENSG00000200389
HGNC:47473	RNU6-510P	Approved			1p34.3		ENSG00000212541	ENSG00000212541
HGNC:47474	RNU6-511P	Approved			3q11.1		ENSG00000200366	ENSG00000200366
HGNC:47475	RNU6-512P	Approved			2q21.3		ENSG00000201308	ENSG00000201308
HGNC:47476	RNU6-513P	Approved			22q13.2		ENSG00000251913	ENSG00000251913
HGNC:47477	RNU6-514P	Approved			1p36.12		ENSG00000206935	ENSG00000206935
HGNC:47478	RNU6-515P	Entry Withdrawn			6p21.1			
HGNC:47479	RNU6-516P	Approved			15q15.1		ENSG00000223313	ENSG00000223313
HGNC:47480	RNU6-517P	Approved			7q31.31		ENSG00000207090	ENSG00000207090
HGNC:47481	RNU6-518P	Approved			17q22		ENSG00000251865	ENSG00000251865
HGNC:47482	RNU6-519P	Approved			8q11.21		ENSG00000222522	ENSG00000222522
HGNC:47483	RNU6-520P	Approved			4q13.3		ENSG00000207448	ENSG00000207448
HGNC:47484	RNU6-521P	Approved			Yp11.2		ENSG00000252472	ENSG00000252472
HGNC:47485	RNU6-522P	Approved			6p22.3		ENSG00000201367	ENSG00000201367
HGNC:47486	RNU6-523P	Approved			10q21.3		ENSG00000252113	ENSG00000252113
HGNC:47487	RNU6-524P	Approved			5q15		ENSG00000206997	ENSG00000206997
HGNC:47488	RNU6-525P	Approved			5q35.3		ENSG00000200555	ENSG00000200555
HGNC:47489	RNU6-526P	Approved			8p23.1		ENSG00000201815	ENSG00000201815
HGNC:47490	RNU6-527P	Approved			6q21		ENSG00000200295	ENSG00000200295
HGNC:47491	RNU6-528P	Approved			8p12		ENSG00000252735	ENSG00000252735
HGNC:47492	RNU6-529P	Approved			10q23.2		ENSG00000200253	ENSG00000200253
HGNC:47493	RNU6-530P	Approved			7q21.11		ENSG00000212482	ENSG00000212482
HGNC:47494	RNU6-531P	Approved			4q31.1		ENSG00000252503	ENSG00000252503
HGNC:47495	RNU6-532P	Approved			7q21.3		ENSG00000207045	ENSG00000207045
HGNC:47496	RNU6-533P	Approved			8p12		ENSG00000206871	ENSG00000206871
HGNC:47497	RNU6-534P	Approved			7p21.3		ENSG00000201747	ENSG00000201747
HGNC:47498	RNU6-535P	Approved			10p14		ENSG00000207453	ENSG00000207453
HGNC:47499	RNU6-536P	Approved			1p34.2		ENSG00000200254	ENSG00000200254
HGNC:47500	RNU6-537P	Approved			1p36.22		ENSG00000253086	ENSG00000253086
HGNC:47501	RNU6-538P	Approved			9p12		ENSG00000275030	ENSG00000275030
HGNC:47502	RNU6-539P	Approved			14q21.3		ENSG00000252474	ENSG00000252474
HGNC:47503	RNU6-540P	Approved			5q12.3		ENSG00000207352	ENSG00000207352
HGNC:47504	RNU6-541P	Approved			14q12		ENSG00000207440	ENSG00000207440
HGNC:47505	RNU6-542P	Approved			2p13.1		ENSG00000252214	ENSG00000252214
HGNC:47506	RNU6-543P	Approved			10q21.3		ENSG00000199446	ENSG00000199446
HGNC:47507	RNU6-544P	Approved			11q14.1		ENSG00000200146	ENSG00000200146
HGNC:47508	RNU6-545P	Approved	RNU6-292P		12p13.2		ENSG00000199551	ENSG00000199551
HGNC:47509	RNU6-546P	Approved			2q24.1		ENSG00000206718	ENSG00000206718
HGNC:47510	RNU6-547P	Approved			3q26.31		ENSG00000252082	ENSG00000252082
HGNC:47511	RNU6-548P	Approved			2p14		ENSG00000252892	ENSG00000252892
HGNC:47512	RNU6-549P	Approved			15q22.31		ENSG00000207162	ENSG00000207162
HGNC:47513	RNU6-550P	Approved			4q27		ENSG00000212359	ENSG00000212359
HGNC:47514	RNU6-551P	Approved			4q25		ENSG00000252470	ENSG00000252470
HGNC:47515	RNU6-552P	Approved			14q21.2		ENSG00000199739	ENSG00000199739
HGNC:47516	RNU6-553P	Approved			4q24		ENSG00000200917	ENSG00000200917
HGNC:47517	RNU6-554P	Approved			15q15.3		ENSG00000222398	ENSG00000222398
HGNC:47518	RNU6-555P	Approved			Xq21.31		ENSG00000207515	ENSG00000207515
HGNC:47519	RNU6-556P	Approved			5q33.3		ENSG00000199468	ENSG00000199468
HGNC:47520	RNU6-557P	Approved			3p13		ENSG00000252651	ENSG00000252651
HGNC:47521	RNU6-558P	Approved			12q24.22		ENSG00000201382	ENSG00000201382
HGNC:47522	RNU6-559P	Approved			9p22.3		ENSG00000251960	ENSG00000251960
HGNC:47523	RNU6-560P	Approved			11q14.2		ENSG00000200877	ENSG00000200877
HGNC:47524	RNU6-561P	Approved			2p12		ENSG00000252031	ENSG00000252031
HGNC:47525	RNU6-562P	Approved			Xq13.3		ENSG00000199601	ENSG00000199601
HGNC:47526	RNU6-563P	Approved			20q13.12		ENSG00000201742	ENSG00000201742
HGNC:47527	RNU6-564P	Approved			22q12.2		ENSG00000222915	ENSG00000222915
HGNC:47528	RNU6-565P	Approved			7p14.1		ENSG00000222869	ENSG00000222869
HGNC:47529	RNU6-566P	Approved			2p21		ENSG00000252599	ENSG00000252599
HGNC:47530	RNU6-567P	Approved			18q21.32		ENSG00000252555	ENSG00000252555
HGNC:47531	RNU6-568P	Entry Withdrawn			2p11.2			
HGNC:47532	RNU6-569P	Entry Withdrawn			4q28.3			
HGNC:47533	RNU6-570P	Approved			1q32.1		ENSG00000252860	ENSG00000252860
HGNC:47534	RNU6-571P	Approved			10q22.1		ENSG00000206855	ENSG00000206855
HGNC:47535	RNU6-572P	Approved			5q31.2		ENSG00000252533	ENSG00000252533
HGNC:47536	RNU6-573P	Approved			4p15.1		ENSG00000206665	ENSG00000206665
HGNC:47537	RNU6-574P	Approved			12q13.13		ENSG00000206992	ENSG00000206992
HGNC:47538	RNU6-575P	Approved			7p14.1		ENSG00000223258	ENSG00000223258
HGNC:47539	RNU6-576P	Approved			10p15.3		ENSG00000212156	ENSG00000212156
HGNC:47540	RNU6-577P	Approved			2p22.2		ENSG00000252756	ENSG00000252756
HGNC:47541	RNU6-578P	Approved			4p15.33		ENSG00000212282	ENSG00000212282
HGNC:47542	RNU6-579P	Approved			2q21.2		ENSG00000252688	ENSG00000252688
HGNC:47543	RNU6-580P	Approved			2q24.2		ENSG00000202029	ENSG00000202029
HGNC:47544	RNU6-581P	Approved			7q31.31		ENSG00000252023	ENSG00000252023
HGNC:47545	RNU6-582P	Approved			4q32.1		ENSG00000199859	ENSG00000199859
HGNC:47546	RNU6-583P	Approved			4q28.2		ENSG00000251821	ENSG00000251821
HGNC:47547	RNU6-584P	Approved			1p34.3		ENSG00000222282	ENSG00000222282
HGNC:47548	RNU6-585P	Entry Withdrawn			11p15.1			
HGNC:47549	RNU6-586P	Approved			1p31.3		ENSG00000253074	ENSG00000253074
HGNC:47550	RNU6-587P	Approved			Xq22.1		ENSG00000212584	ENSG00000212584
HGNC:47551	RNU6-588P	Approved			5q32		ENSG00000222213	ENSG00000222213
HGNC:47552	RNU6-589P	Approved			Xq22.1		ENSG00000252294	ENSG00000252294
HGNC:47553	RNU6-590P	Approved			12p13.1		ENSG00000201909	ENSG00000201909
